user_id,artist_id,scrobbles
17,4194,518
17,6081,500
17,15916,496
17,8612,427
17,11920,426
17,7894,409
17,3992,404
17,4127,401
17,6145,400
17,4979,393
17,4769,363
17,7630,359
17,11077,359
17,6985,332
17,13404,318
17,16481,298
17,1336,283
17,2473,277
17,6068,258
17,11161,246
17,15563,245
17,1127,241
17,4991,240
17,5000,236
17,3272,234
17,12585,232
17,11569,230
17,4616,222
17,54,219
17,668,216
17,7588,215
17,5089,204
17,2430,197
17,15116,192
17,3560,186
17,4806,181
17,4308,171
17,15718,171
17,9115,170
18,484,987
18,10430,483
18,1403,375
18,485,304
18,3924,290
18,12624,285
18,2657,274
18,2135,268
18,2729,261
18,1900,245
18,7432,242
18,2239,239
18,12874,202
18,9666,185
18,151,174
18,1220,171
18,3472,167
18,17111,162
18,30,160
18,8479,156
18,6612,154
18,1292,149
18,14463,141
18,10138,137
18,64,133
18,10310,130
18,1738,129
18,6177,124
18,4967,122
18,7081,120
18,11569,119
18,17014,118
18,6689,116
18,8564,113
18,6068,111
18,3560,108
18,4786,108
18,11780,108
18,10175,103
18,5807,102
18,13420,100
18,2375,99
18,10923,99
18,14520,99
18,5196,98
18,5912,98
18,13427,97
18,4163,96
18,7163,96
18,5293,95
19,2381,4620
19,8402,4097
19,13497,1953
19,12911,764
19,9348,734
19,13019,732
19,1283,599
19,7375,516
19,12276,474
19,3068,437
19,9958,436
19,9174,432
19,11356,426
19,5335,424
19,8460,406
19,3659,400
19,1721,369
19,9466,271
19,14242,263
19,8014,252
19,6354,228
19,8042,222
19,3678,220
19,9226,219
19,238,215
19,6602,215
19,10681,210
19,1285,202
19,14042,188
19,10572,187
19,8777,186
19,5989,183
19,4171,180
19,1017,178
19,4889,164
19,5960,159
19,1820,152
19,8760,149
19,5870,145
19,1974,138
19,7830,127
19,7422,122
19,145,120
19,1352,120
19,3957,118
19,11162,118
19,2945,116
19,4127,110
19,867,99
19,5411,98
20,6953,6257
20,3702,3804
20,11258,2548
20,13417,2501
20,3436,2352
20,12297,2334
20,14368,2301
20,713,2160
20,13474,2153
20,3697,1833
20,1261,1742
20,2581,1627
20,8173,1451
20,190,1401
20,3379,1284
20,112,1190
20,1428,1190
20,1327,1158
20,824,1044
20,5085,1032
20,1386,999
20,4964,945
20,6910,939
20,16431,902
20,4251,866
20,6879,858
20,5653,770
20,7103,759
20,1354,743
20,4910,731
20,6809,702
20,13852,685
20,5413,684
20,2056,677
20,12775,676
20,2530,635
20,4850,634
20,3887,627
20,712,615
20,9969,609
20,13304,602
20,4033,560
20,11220,553
20,11187,543
20,14568,539
20,8484,538
20,14913,534
20,4707,529
20,5297,523
20,6412,505
21,9356,2897
21,3992,1752
21,15218,956
21,15383,772
21,15916,752
21,3753,652
21,671,508
21,7251,419
21,14522,401
21,10728,379
21,11694,330
21,11244,297
21,11899,292
21,15182,242
21,13525,240
21,14473,238
21,11599,235
21,11596,226
21,13767,217
21,8171,215
21,9470,212
21,11757,210
21,15310,200
21,9999,193
21,12167,192
21,16226,190
21,10655,189
21,14588,186
21,9817,176
21,413,171
21,13255,168
21,10622,154
21,3209,153
21,11696,150
21,14340,143
21,12475,142
21,1644,138
21,4839,131
21,11569,124
21,12194,124
21,744,120
21,16533,119
21,2615,118
21,10741,118
21,14819,117
21,8410,116
21,14804,115
21,12103,112
21,2449,110
21,15473,110
22,9226,6917
22,8402,5956
22,3659,4466
22,15701,2776
22,14818,2443
22,4480,1999
22,564,1998
22,8014,1729
22,5463,1720
22,9348,1694
22,10633,1484
22,12807,1412
22,8760,1226
22,9456,1203
22,2381,1192
22,13210,1114
22,11162,1037
22,3526,1025
22,15343,875
22,16658,851
22,8071,833
22,13053,796
22,7443,776
22,4257,742
22,2939,720
22,7990,677
22,10572,677
22,12276,677
22,13382,675
22,2952,662
22,8460,661
22,10788,633
22,13017,606
22,7255,586
22,8440,550
22,14154,546
22,9867,538
22,10058,538
22,15547,531
22,1045,518
22,16283,518
22,14446,517
22,8069,516
22,1820,506
22,847,477
22,9477,475
22,1440,466
22,12399,462
22,676,432
22,3456,416
23,1530,3009
23,5934,3004
23,13856,1765
23,9174,1759
23,9867,1694
23,2381,1623
23,10149,1146
23,12716,747
23,9348,593
23,6602,431
23,7859,425
23,3068,404
23,10652,355
23,1820,312
23,8460,311
23,9226,278
23,15518,271
23,1285,244
23,3656,239
23,12322,235
23,15066,231
23,16085,222
23,12276,208
23,2945,207
23,7977,205
23,1352,194
23,3771,191
23,14042,186
23,8402,185
23,10530,177
23,3947,173
23,3102,160
23,7923,153
23,7625,150
23,8647,141
23,11935,133
23,13019,130
23,11162,120
23,2714,97
23,28,96
23,10681,96
23,7707,95
23,4037,89
23,2100,82
23,1283,81
23,9715,81
23,645,80
23,16089,78
23,10572,77
23,10496,76
24,7069,3967
24,9722,2199
24,12750,1818
24,15916,1813
24,4493,1622
24,3126,1356
24,2425,1223
24,2981,1176
24,981,1140
24,905,1088
24,12997,812
24,6342,794
24,6512,715
24,16222,682
24,10697,633
24,10181,550
24,4472,522
24,9599,503
24,16514,493
24,955,433
24,1956,433
24,7912,376
24,13786,334
24,6577,328
24,9985,316
24,11965,314
24,15770,313
24,6853,284
24,10609,279
24,9817,278
24,13996,269
24,7750,264
24,1427,263
24,7630,250
24,14224,247
24,2510,226
24,3870,218
24,8155,205
24,2189,198
24,13258,194
24,1163,184
24,3418,177
24,8329,175
24,4984,170
24,16685,165
24,13304,151
24,2045,142
24,8314,127
24,11894,123
24,11136,115
25,1632,408
25,15361,226
25,15667,226
25,13019,214
25,11694,200
25,14441,198
25,16642,184
25,14898,172
25,12748,159
25,2522,157
25,7229,156
25,1127,153
25,4834,144
25,10666,137
25,13231,131
25,9226,117
25,1208,114
25,7968,108
25,5778,106
25,6987,103
25,11372,102
25,16818,102
25,14020,100
25,6563,99
25,846,97
25,12694,96
25,464,92
25,8538,89
25,3771,86
25,16496,86
25,4562,85
25,1326,81
25,7069,81
25,5463,80
25,4245,73
25,8171,72
25,13356,72
25,7006,71
25,16665,70
25,4883,67
25,5504,66
25,12389,66
25,15502,65
25,2072,64
25,4622,62
25,5579,62
25,5225,61
25,7062,60
25,14586,60
25,7366,58
26,14125,27
26,3044,18
26,13189,16
26,2993,15
26,6723,15
26,263,14
26,9934,14
26,13548,14
26,11058,13
26,14773,13
26,6995,12
26,15442,12
26,7638,11
26,10701,11
26,11428,11
26,12253,11
26,4562,10
26,7150,10
26,8185,10
26,12333,10
26,68,9
26,1247,9
26,8693,9
26,13429,9
26,14655,9
26,15483,9
26,1775,8
26,3992,8
26,4994,8
26,8398,8
26,9912,8
26,10624,8
26,10836,8
26,14062,8
26,15063,8
26,15951,8
26,1110,7
26,3456,7
26,3619,7
26,4299,7
26,5142,7
26,5543,7
26,6189,7
26,6472,7
26,6842,7
26,9524,7
26,10919,7
26,13990,7
26,15660,7
26,16657,7
27,714,2000
27,8042,501
27,11248,445
27,8402,404
27,1440,337
27,7426,300
27,5960,293
27,15055,253
27,15299,201
27,12505,163
27,8460,153
27,8098,150
27,12911,144
27,2332,134
27,11594,131
27,11162,121
27,879,106
27,10667,85
27,2381,79
27,14890,77
27,8014,68
27,14145,68
27,102,63
27,5519,63
27,3771,62
27,2189,59
27,13190,57
27,2492,56
27,10681,53
27,5986,51
27,2440,49
27,2275,48
27,12276,42
27,13335,42
27,9958,40
27,3068,34
27,301,33
27,8097,33
27,117,32
27,5642,32
27,14042,32
27,4959,30
27,16085,29
27,10666,28
27,5089,27
27,1530,26
27,6602,24
27,10366,23
27,10618,23
27,10752,23
28,9696,1725
28,11248,1604
28,14833,1433
28,9958,1375
28,2381,1231
28,7676,671
28,8460,648
28,6354,565
28,6369,560
28,1440,522
28,8014,512
28,9631,418
28,5960,321
28,6602,305
28,10606,267
28,6145,259
28,2275,255
28,3745,235
28,9318,212
28,8209,209
28,12276,203
28,15314,202
28,13190,192
28,1820,184
28,7422,184
28,606,166
28,10735,165
28,11567,158
28,14818,152
28,14117,148
28,2610,136
28,4696,136
28,714,131
28,1285,131
28,7415,130
28,10395,127
28,10333,120
28,2189,119
28,12068,110
28,7199,109
28,1530,105
28,5125,103
28,8069,102
28,9530,95
28,16085,90
28,9825,89
28,7288,84
28,9165,81
28,10666,78
28,656,77
29,3992,17561
29,11428,1360
29,2190,887
29,12093,876
29,8469,522
29,14020,463
29,10741,440
29,5207,439
29,6734,422
29,2381,395
29,12627,331
29,3560,269
29,10752,266
29,1466,262
29,12101,251
29,1644,193
29,3349,188
29,7551,182
29,14684,182
29,3472,178
29,1110,152
29,894,150
29,8402,147
29,10624,131
29,14340,126
29,559,108
29,9587,108
29,5855,99
29,9551,93
29,8323,90
29,2773,88
29,6832,88
29,16405,69
29,8256,68
29,11894,68
29,562,67
29,1918,64
29,3692,63
29,310,58
29,15471,58
29,1123,56
29,13211,55
29,11806,52
29,3510,50
29,13667,49
29,14522,48
29,688,47
29,1493,40
29,9226,39
29,3157,36
30,9356,5364
30,11602,5023
30,2125,3554
30,13848,2185
30,10333,1837
30,5595,1352
30,7756,1180
30,6068,859
30,15184,848
30,414,659
30,14340,520
30,7512,442
30,11950,435
30,7895,431
30,9829,410
30,8094,389
30,14855,388
30,9373,329
30,12103,327
30,3598,310
30,14522,307
30,10735,289
30,1649,288
30,11307,287
30,10902,278
30,1644,268
30,12322,261
30,14473,260
30,6026,246
30,13152,244
30,3992,236
30,1963,223
30,15061,221
30,11845,216
30,3000,211
30,8989,208
30,15390,201
30,3753,194
30,16465,180
30,8785,169
30,6145,162
30,6876,158
30,11995,157
30,7158,144
30,1710,143
30,11525,138
30,14717,128
30,12297,123
30,3874,119
30,10669,118
31,16640,3338
31,12510,3248
31,14181,2350
31,5612,2107
31,10728,1535
31,1465,1493
31,14103,1482
31,1557,1385
31,11042,1383
31,6974,1363
31,13152,1130
31,3560,1129
31,11372,1113
31,3169,1017
31,204,996
31,1963,964
31,11694,940
31,5204,874
31,6266,858
31,16528,770
31,14898,759
31,15042,689
31,7555,683
31,2670,681
31,7229,637
31,8962,584
31,10784,576
31,14313,545
31,7611,467
31,16193,461
31,9087,438
31,15656,433
31,7540,386
31,1326,374
31,15220,356
31,1208,354
31,438,347
31,5141,318
31,7440,315
31,2601,305
31,773,296
31,8373,287
31,6881,246
31,9652,226
31,10532,219
31,493,209
31,4128,209
31,4925,200
31,7746,196
31,13766,189
32,14960,3801
32,5746,2952
32,7756,2261
32,17464,2101
32,3992,1881
32,4769,1797
32,10331,1761
32,1155,1551
32,10624,1455
32,11569,1416
32,3753,1387
32,7033,1075
32,17386,962
32,14340,908
32,11602,775
32,11430,771
32,8650,746
32,4677,658
32,1710,578
32,9356,533
32,5386,497
32,4420,490
32,13152,454
32,13854,412
32,15030,399
32,12103,394
32,17481,394
32,11894,384
32,11899,366
32,6696,354
32,10075,341
32,11055,306
32,17345,297
32,8703,292
32,1171,285
32,12481,268
32,11598,265
32,15916,246
32,14818,235
32,9304,212
32,494,211
32,5449,208
32,16640,208
32,8950,201
32,9108,194
32,14888,194
32,13074,189
32,7991,185
32,1098,182
32,10385,180
33,2141,4
33,8030,3
33,12298,2
33,2009,1
33,4088,1
33,4493,1
33,5846,1
33,7705,1
33,7840,1
33,9127,1
33,10311,1
33,11910,1
33,14379,1
33,14898,1
33,15192,1
34,714,1524
34,190,1420
34,4967,1417
34,1928,1126
34,12297,1089
34,9696,1080
34,11258,952
34,10618,947
34,5033,900
34,11228,782
34,13175,765
34,15094,739
34,16706,718
34,2375,709
34,14375,688
34,605,675
34,5219,629
34,8989,611
34,13877,569
34,3617,535
34,1294,519
34,2492,497
34,12875,494
34,16369,476
34,7991,448
34,6286,424
34,5534,379
34,414,361
34,10666,358
34,15452,358
34,9669,352
34,10610,345
34,2332,341
34,6434,335
34,9987,321
34,1440,318
34,655,315
34,13870,313
34,13190,308
34,2275,305
34,12929,301
34,117,292
34,16376,283
34,4036,275
34,14010,274
34,10366,262
34,15299,258
34,6145,254
34,13776,253
34,3515,252
35,4719,1395
35,9762,527
35,13263,474
35,14340,441
35,9867,434
35,10728,434
35,462,330
35,7207,330
35,3876,313
35,10039,313
35,15175,312
35,3753,308
35,12188,303
35,14488,298
35,12743,290
35,8505,288
35,9364,287
35,9133,285
35,10711,283
35,10030,281
35,8650,278
35,1963,276
35,6726,274
35,14568,273
35,9596,270
35,13004,268
35,3049,265
35,12043,262
35,10440,261
35,11311,261
35,5156,258
35,16130,258
35,2153,253
35,3864,252
35,17364,252
35,13108,250
35,4114,247
35,8438,241
35,1644,238
35,13894,235
35,11259,229
35,14594,223
35,7363,221
35,15248,219
35,13943,217
35,1947,215
35,16827,215
35,3496,213
35,5612,213
35,15548,212
36,3272,3008
36,11248,1764
36,5504,1235
36,14818,967
36,6068,792
36,5960,680
36,15916,593
36,8045,507
36,10902,379
36,2125,180
36,8209,153
36,5463,149
36,10333,134
36,14117,122
36,14340,118
36,10256,100
36,8014,95
36,1440,74
36,3560,74
36,2189,71
36,11894,68
36,15377,68
36,16388,68
36,13246,65
36,5595,64
36,3262,56
36,13019,55
36,8042,49
36,7150,42
36,14334,40
36,1974,33
36,11146,33
36,15347,26
36,12813,25
36,8760,24
36,9930,24
36,224,21
36,8460,20
36,4860,19
36,6439,19
36,4677,15
36,11211,15
36,14437,13
36,11372,12
36,14535,12
36,108,9
36,8769,9
36,6240,7
36,12276,7
37,742,320
37,3687,124
37,3469,119
37,5658,109
37,9671,108
37,16572,106
37,13304,93
37,8329,91
37,6424,90
37,11139,90
37,2180,85
37,12741,80
37,6638,76
37,9429,74
37,12888,74
37,13409,74
37,15789,72
37,11244,71
37,2660,70
37,6456,67
37,10771,66
37,15966,66
37,9016,65
37,5638,63
37,14034,63
37,10840,60
37,4773,59
37,16211,59
37,6935,58
37,12652,58
37,12940,58
37,7,57
37,16124,57
37,16576,57
37,16669,57
37,11053,56
37,2112,55
37,2630,55
37,5526,55
37,11220,54
37,4077,53
37,10539,53
37,14056,53
37,15999,53
37,1349,52
37,6519,52
37,11707,52
37,9810,51
37,16510,51
37,4916,50
38,6861,1585
38,9984,1351
38,294,1097
38,12459,1046
38,16251,969
38,12852,927
38,3292,845
38,1131,777
38,13869,730
38,2127,591
38,10603,543
38,3494,524
38,1305,481
38,4669,454
38,3389,450
38,3408,411
38,3800,404
38,282,385
38,1466,366
38,2838,337
38,12432,328
38,13770,317
38,10787,297
38,4398,296
38,11750,286
38,4603,275
38,13446,272
38,16566,272
38,2128,256
38,11167,255
38,12676,253
38,2410,251
38,3249,233
38,8738,228
38,4645,223
38,12958,216
38,242,215
38,13563,210
38,10548,205
38,10849,200
38,973,199
38,8985,196
38,10919,196
38,121,192
38,307,187
38,16612,184
38,8656,178
38,5978,177
38,2432,176
38,14006,167
39,7069,7225
39,6853,3522
39,10855,2498
39,9722,2266
39,6333,1955
39,13466,1888
39,7065,1460
39,2425,1453
39,5470,1216
39,301,1118
39,11139,1085
39,13409,1055
39,5766,998
39,11901,860
39,1048,847
39,6512,845
39,1210,832
39,14224,806
39,6126,779
39,12575,773
39,615,760
39,12204,705
39,2045,650
39,11220,637
39,4672,624
39,14177,607
39,8329,580
39,3871,546
39,12506,535
39,9370,501
39,7176,485
39,6467,452
39,12584,451
39,7774,433
39,14106,430
39,10243,400
39,2084,395
39,9739,385
39,11721,379
39,5138,349
39,16172,341
39,16290,336
39,13673,305
39,11756,302
39,1991,299
39,4621,297
39,16520,296
39,444,292
39,3909,292
39,3967,277
40,10333,2336
40,3272,1897
40,11950,1637
40,14818,1209
40,5089,1050
40,13389,1046
40,15738,707
40,3593,704
40,9530,704
40,8045,670
40,16421,568
40,7204,558
40,10666,527
40,14679,484
40,5595,413
40,8069,377
40,7467,330
40,6771,301
40,2109,294
40,11162,292
40,13657,288
40,3770,277
40,5463,271
40,6937,266
40,12276,251
40,15317,226
40,16658,213
40,11602,199
40,2381,197
40,7033,192
40,15407,174
40,8785,168
40,102,164
40,11025,161
40,9648,153
40,8209,150
40,14861,149
40,5797,147
40,11567,146
40,4725,142
40,10752,136
40,16071,135
40,6309,132
40,10546,131
40,14441,131
40,15916,130
40,14833,125
40,8460,122
40,604,118
40,8467,118
41,12486,6390
41,2135,3115
41,3560,2691
41,11950,1561
41,15061,1227
