artist_id,artist_name
120,4 Non Blondes
121,4 Strings
122,40 Below Summer
123,40 Glocc
124,40 Winks
125,40 Градусов
126,40 Укв
127,44
128,45 Grave
129,4chan
130,4hero
131,4lyn
132,4minute
133,4taste
134,4tops
135,4tops & Kat-Tun
136,4ре Апреля
137,5'Nizza
138,50 Cent
139,50 Cent Ft. Justin Ft. Timbaland
140,50 Kreon 50
141,50 Lions
142,500won Project
143,501
144,5f-X
145,5ive
146,5ivesta Family
147,6.Cadde
148,60 Minut Na Godzinę
149,6000000000 Себя
150,64revolt
151,65daysofstatic
152,69 Enfermos
153,7 Days Away
154,7 Skies
155,7 Year Bitch
156,7000$
157,78violet
158,7and5
159,7he Myriads
160,7seconds
161,7th Floor
162,7б
163,7раса
164,8 Bit Instrumental
165,8 Bit Weapon
166,8 Femmes
167,8[Bit]Chyfruit
168,8°6 Crew
169,8001
170,808 State
171,80kidz
172,883
173,8ball & Mjg
174,8mm
175,8th
176,8u
177,98 Degrees
178,999
179,9goats Black Out
180,9th Wonder
181,9th Wonder & Buckshot
182,A
183,A Band Featuring Instruments
184,A Black Rose Burial
185,A Bullet For Pretty Boy
186,A Camp
187,A Challenge Of Honour
188,A Change Of Pace
189,A Cursive Memory
190,A Day To Remember
191,A Dos Velas
192,A Fine Frenzy
193,A Flock Of Seagulls
194,A Forest Mighty Black
195,A Hawk And A Hacksaw
196,A Hero A Fake
197,A Hope For Home
198,A Kid Hereafter
199,A Life Once Lost
200,A Lily
201,A Loss For Words
202,A Midsky Surrender
203,A Palo Seko
204,A Perfect Circle
205,A Place To Bury Strangers
206,A Plea For Purging
207,A Radio With Guts
208,A Rocket To The Moon
209,A Silent Film
210,A Silver Mt. Zion
211,A Skylit Drive
212,A Smile From The Trenches
213,A Song For You My Dear
214,A Static Lullaby
215,A Sunny Day In Glasgow
216,A Thorn For Every Heart
217,A Tribe Called Quest
218,A Very Potter Musical
219,A Very Potter Sequel Cast
220,A Vida Azul
221,A Weather
222,A Wilhelm Scream
223,A-Alikes
224,A-Ha
225,A-Part
226,A-Team
227,A-Trak
228,A.A. Bondy
229,A.C. Newman
230,A.C.T
231,A.D.D.
232,A.E
233,A.F.I.
234,A.J.K.S.
235,A.M. Architect
236,A.R. Rahman
237,A.S.A.P.
238,A*Teens
239,A//Political
240,A1
241,A1 Bassline
242,A7ie
243,Aaa
244,Aaliyah
245,Aarni
246,Aaron
247,Aaron Carter
248,Aaron Doyle
249,Aaron Doyle feat. Demi Lovato & Meaghan Martin
250,Aaron Lines
251,Aaron Marshall
252,Aaron Tippin
253,Aaron Zigman
254,Aaryn Doyle
255,Ab Ovo
256,Ab/Cd
257,Abacabb
258,Abakus
259,Abandon All Ships
260,Abandon All Ships!
261,Abandoned Shelter
262,Abba
263,Abc
264,Abc News
265,Abc Radio National
266,Abdelbasset Mohamed Abdessamad
267,Abdelli
268,Abdülkadir Şehitoğlu
269,Abdullah Ibrahim
270,Abdullah Rolle
271,Abe Vigoda
272,Abecedarians
273,Abel Korzeniowski
274,Abfahrt Hinwil
275,Abhaya & The Steam Injuns
276,Abhijeet Sawant
277,Abingdon Boys School
278,Abney Park
279,Abominable Putridity
280,Aborted
281,Abou Elleef
282,Above & Beyond
283,Above The Golden State
284,Above The Law
285,Above&Beyond Presents Oceanlab
286,Abradab
287,Abraham-Hicks
288,Abrasive Wheels
289,Abraskadabra
290,Abril
291,Absolute Beginner
292,Absu
293,Absurd
294,Absurd Minds
295,Absynthe Minded
296,Abu Ali
297,Abu Ali & Abu Abdul Maalik
298,Abysmal Dawn
299,Abyssal Plains
300,Ac
301,Ac/Dc
302,Academy Of St. Martin-In-The-Fields Under Neville Marriner
303,Accept
304,Acceptance
305,Access
306,Access To Arasaka
307,Accessory
308,Ace Frehley
309,Ace Moreland
310,Ace Of Base
311,Ace Ventura
312,Aceyalone
313,Achillea
314,Acid Bath
315,Acid Black Cherry
316,Acid Drinkers
317,Acid House Kings
318,Acid Witch
319,Acidburp
320,Acidman
321,Acidwolf
322,Acordes Seletos
323,Acousmatik
324,Acoustic Alchemy
325,Acoustic Brasil
326,Acoustic Cafe
327,Acrnym
328,Across Five Aprils
329,Across The Sun
330,Across The Universe
331,Across The Universe Soundtrack
332,Act
333,Act As One
334,Activ
335,Actress
336,Acumen
337,Acusticos & Valvulados
338,Acylum
339,Ad Hominem
340,Ad·ver·sary
341,Ada
342,Ada Milea
343,Ada Milea Feat. Alexander Balanescu
344,Adagio
345,Adam And The Ants
346,Adam Ant
347,Adam Ficek
348,Adam Green
349,Adam Gregory
350,Adam Johnson
351,Adam Lambert
352,Adam Mickiewicz
353,Adam Skorupa
354,Adanowsky
355,Add N To (X)
356,Addiction For Destruction
357,Addison Park
358,Addison Road
359,Adela Popescu
360,Adele
361,Adelitas Way
362,Adema
363,Adept
364,Adham Shaikh
365,Adhesive
366,Adiemus
367,Adissabeba
368,Aditive
369,Aditus
370,Adler's Appetite
371,Adlib
372,Administrator
373,Admiral Angry
374,Admiral Freebee
375,Adolescents
376,Adorable
377,Adoraçao & Adoradores
378,Adore
379,Adrenalina Caribe
380,Adrian Belew
381,Adrian Johnston
382,Adrian Lux
383,Adrian Sanchez
384,Adriana
385,Adriana Calcanhotto
386,Adriana Lucia
387,Adriano Celentano
388,Adrienne Bailon
389,Adrienne Pierce
390,Adrina Thorpe
391,Adult.
392,Advent
393,Adymus
394,Aelpeacha
395,Aeoga
396,Aeon
397,Aeon Spoke
398,Aera
399,Aereda
400,Aereogramme
401,Aerobitch
402,Aerosmith
403,Aerospace
404,Aes Dana
405,Aesma Daeva
406,Aesop Rock
407,Aesthesys
408,Aesthetic Perfection
409,Aeternom
410,Aevemi
411,Afel Bocoum & Alkibar
412,Affluente
413,Afghan Whigs
414,Afi
415,African Children's Choir
416,African Head Charge
417,Africando
418,Afrika Bambaataa
419,Afro Celt Sound System
420,Afro Celts
421,Afro Kolektyw
422,Afrojack
423,Afrojack Ft. Eva Simons
424,Afroman
425,Afromental
426,Afshin
427,Afta-1
428,After Forever
429,After One
430,After School
431,After The Burial
432,After The Fall
433,After The Sirens
434,Afterhours
435,Afterlife
436,Afx
437,Against Me!
438,Agalloch
439,Agatha
440,Age Of Nemesis
441,Agent
442,Agent Fresco
443,Agent Orange
444,Agent Steel
445,Agents Of Abhorrence
446,Aggro Berlin
447,Aggro Santos
448,Aghonya
449,Aghora
450,Agitation Free
451,Agitators
452,Agnes
453,Agnes Carlsson
454,Agnes Milewski
455,Agnes Obel
456,Agnetha Fältskog
457,Agnieszka Chylińska
458,Agnieszka Osiecka
459,Agnostic Front
460,Agonoize
461,Agora
462,Agoraphobic Nosebleed
463,Agoria
464,Agressiva 69
465,Agua Bella
466,Agua De Annique
467,Ah Cama-Sotz
468,Ahleuchatistas
469,Ahmad Jamal
470,Ahmad Pejman
471,Ahmad Saud
472,Ahmed Abdul-Malik
473,Ahmed Arif
474,Ahmed Bukhatir
475,Ahmet Aslan
476,Ahmet Çalışır
477,Ahmet Kaya
478,Aho
479,Ahumado Granujo
480,Ai
481,Aicha Redouane
482,Aida
483,Aida Shamlou
484,Aidan Baker
485,Aidan Baker & Thisquietarmy
486,Aiden
487,Aiden Grimshaw
488,Aidonia
489,Aids-3d
490,Aim
491,Aimee Mann
492,Aina
493,Aina Sandoval
494,Air
495,Air Formation
496,Air France
497,Air Liquide
498,Air Supply
499,Air Traffic
500,Aira Mitsuki
501,Airbag
502,Airbourne
503,Airfare
504,Airiel
505,Airs
506,Airto Moreira
507,Aisha Duo
508,Aix Em Klemm
509,Aj Mclean
510,Ajda Pekkan
511,Aka Carl & The Technicians
512,Akado
513,Akb48
514,Akcent
515,Akeboshi
516,Akercocke
517,Akira Kosemura
518,Akira Rabelais
519,Akira Senju feat. Akira Senju
520,Akira Yamaoka
521,Akissforjersey
522,Akın Eldes
523,Akli D
524,Akon
525,Akon & Sweet Rush
526,Ákos
527,Akron/Family
528,Akufen
529,Akurat
530,Akwid
531,Al B. Sure!
532,Al Bano & Romina Power
533,Al Bowlly
534,Al Caiola
535,Al Di Meola
536,Al Green
537,Al Hammer
538,Al Jarreau
539,Al Jolson
540,Al Stewart
541,Al-Aseef
542,Alabama
543,Alabama 3
544,Alabina
545,Aladdin
546,Alai Oli
547,Alain Bashung
548,Alain Goraguer
549,Alain Souchon
550,Alamaailman Vasarat
551,Alamut
552,Alan
553,Alan Hawkshaw
554,Alan Jackson
555,Alan Lomax
556,Alan Menken
557,Alan Moorhouse
558,Alan Rickman & Johnny Depp
559,Alan Silvestri
560,Alan Steward
561,Alan Tew
562,Alan Wilder
563,Alana Grace
564,Alanis Morissette
565,Alarido
566,Alarm Will Sound
567,Alaska
568,Alaska In Winter
569,Alban Berg Quartet
570,Albert Alexander
571,Albert Castiglia
572,Albert Collins
573,Albert Cummings
574,Albert Hammond
575,Albert Hammond Jr.
576,Albert King
577,Alberto Iglesias
578,Alberto Lizzio & Baroque Festival Orchestra
579,Albinobeach
580,Alborosie
581,Alboth!
582,Alcatrazz
583,Alcazar
584,Alcest
585,Alceu Valença
586,Alchemist Project
587,Alcian Blue
588,Alcione
589,Alcoholic Faith Mission
590,Alden Tyrell
591,Aldo Nova
592,Alec Acker Dacker Whitehead Feat. Kimmy Wigga Wigga Lego Stegasaurus Dim Simmer Hale
593,Alec Empire
594,Alejandra Guzman
595,Alejandro De Pinedo
596,Alejandro Del Prado
597,Alejandro Fernandez
598,Alejandro Magno
599,Alejandro Sanz
600,Alejandro Sanz Y The Corrs
601,Alejandro Y Vicente Fernandez
602,Aleks Syntek
603,Alemao Ronaldo
604,Alenka Gotar
605,Alesana
606,Alesha Dixon
607,Aless
608,Alessandra Amoroso
609,Alessandra Leao
610,Alessandra Maestrini
611,Alessandra Mussolini
612,Alessandro Safina
613,Alessandro Scarlatti
614,Alessio Mereu
615,Alestorm
616,Alex Band
617,Alex Beaupain
618,Alex Bugnon
619,Alex C
620,Alex C. Feat. Yass
621,Alex Canasta
622,Alex Chilton
623,Alex Ferreira
624,Alex Gaudino
625,Alex Goot
626,Alex Lambert
627,Alex Lloyd
628,Alex Metric
629,Alex Parks
630,Alex Smoke
631,Alex Swings
632,Alex Swings Oscar Sings!
633,Alex Tune
634,Alex Turner
635,Alex Ubago
636,Alex Under
637,Alexander
638,Alexander Brandon
639,Alexander Kowalski
640,Alexander O'neal
641,Alexander Robotnick
642,Alexander Rudin
643,Alexander Rybak
644,Alexander V.Mogilco
645,Alexandra Burke
646,Alexandra Stan
647,Alexandre Desplat
648,Alexandre Desplat & Aaron Zigman
649,Alexi Murdoch
650,Alexia
651,Alexis & Fido
652,Alexis Blue
653,Alexis Hk
654,Alexis Jordan
655,Alexisonfire
656,Alexz Johnson
657,Alfonso Moreno-Guitar
658,Alfredo De La Fe
659,Algernon Cadwallader
660,Ali Farka Toure
661,Ali Farka Toure & Toumani Diabate
662,Ali Farka Toure And Ry Cooder
663,Ali Project
664,Ali Ufki
665,Ali Vegas
666,Aliados 13
667,Alice Coltrane
668,Alice Cooper
669,Alice Deejay
670,Alice Donut
671,Alice In Chains
672,Alice In Videoland
673,Alice Nine
674,Alice Springs
675,Aliceffekt
676,Alicia Keys
677,Alicia Svigals
678,Alicia Wiley
679,Alien Ant Farm
680,Alien Produkt
681,Alien Sex Fiend
682,Alien Vampires
683,Alin Coen Band
684,Alina Orlova
685,Aline Barros
686,Alirio Diaz
687,Alisa Jones
688,Alisha
689,Alison Krauss
690,Alison Moyet
691,Alissid Jazz!
692,Alive Inside
693,Alize
694,Alizee
695,Aljub + Krama
696,Alkaline Trio
697,Alkehol
698,Alkistis Protopsalti
699,Alkpote
700,All About Eve
701,All Caps
702,All Ends
703,All For Nothing
704,All Forgotten
705,All Girl Summer Fun Band
706,All Gone Dead
707,All India Radio
708,All My Faith Lost ...
709,All Or Nothing H.C.
710,All Parallels
711,All Saints
712,All Shall Perish
713,All That Remains
714,All Time Low
715,All Time Low㩺
716,All Time Low琀
717,All:My:Faults
718,Allain Leprest
719,Allan Holdsworth
720,Allegro
721,Allen-Lande
722,Allerseelen
723,Alleycat Scratch
724,Alliance Ethnik
725,Allison
726,Allison Iraheta
727,Allister
728,Allstar Weekend
729,Allstars
730,Ally Kerr
731,Almafuerte
732,Almamegretta
733,Almora
734,Aloe Blacc
735,Aloha
736,Aloha From Hell
737,Alph Lyla
738,Alpha
739,Alpha & Omega
740,Alpha Blondy
741,Alpha Boy School
742,Alpha Quadrant
743,Alphabeat
744,Alphaville
745,Alphawezen
746,Alphonso S'entrega
747,Alpinestars
748,Alsou
749,Altai Hangai
750,Altan
751,Altar Of Plagues
752,Altaria
753,Alter Bridge
754,Alter Ego
755,Altera Forma
756,Altered Images
757,Alternosfera
758,Alton Ellis
759,Alton Miller
760,Altorių Šešėliai
761,Alusa Fallax
762,Aluto
763,Alva Noto
764,Alva Noto + Ryuichi Sakamoto
765,Alva Noto + Ryuichi Sakamoto With Ensemble Modern
766,Alvin Es A Mokusok
767,Alvis Wayne
768,Aly & Aj
769,Aly & Fila
770,Älymystö
771,Alyson
772,Alyson Stoner
773,Amadou & Mariam
774,Amalia Rodrigues
775,Amanda Blank
776,Amanda Jenssen
777,Amanda Lear
778,Amanda Lepore
779,Amanda Morra
780,Amanda Palmer
781,Amanda Seyfried
782,Amanda Somerville
783,Amanda Woodward
784,Amaral
785,Amaral Y Chetes
786,Amatory
787,Amatria
788,Amaury Vassili
789,Ambassador21
790,Ambeon
791,Amber
792,Amber Gris
793,Amber Pacific
794,Amber Riley
795,Amberian Dawn
796,Amberly Thiessen
797,Ambient
798,Ambirep
799,Ambra Red
800,Ambulance Ltd
801,Amduscia
802,Ame
803,Ameerah
804,Amelia Brightman
805,Amely
806,Amenra
807,America
808,American Football
809,American Head Charge
810,American Hi-Fi
811,American Idiot Cast
812,American Me
813,American Skathic
814,American Stronda
815,Amerie
816,Amesoeurs
817,Amethystium
818,Amici Forever
819,Amie Miriello
820,Amievil
821,Amiina
822,Amina Alaoui
823,Amman/Josh
824,Amon Amarth
825,Amon Düül Ii
826,Amon Tobin
827,Among The Debris
828,Amorphis
829,Amorphous
830,Amorphous Androgynous
831,Amos Lee
832,Amparanoia
833,Ampere
834,Amphibious Assault
835,Amplifier
836,Ampop
837,Amsterdam Guitar Trio
838,Amusement Parks On Fire
839,Amy Diamond
840,Amy Grant
841,Amy Jo Johnson
842,Amy Lee
843,Amy Macdonald
844,Amy Millan
845,Amy Pearson
846,Amy Studt
847,Amy Winehouse
848,Amycanbe
849,Amžius
850,An Albatross
851,An April March
852,An Cafe
853,An Explorer
854,An Horse
855,An Obscure Signal
856,Ana Cañas
857,Ana Carolina
858,Ana Flavia
859,Ana Gabriel
860,Ana Johnsson
861,Ana Nikolić
862,Ana Paula Valadao
863,Ana Popovic
864,Ana Torroja Y Miguel Bose
865,Ana Victoria
866,Anaal Nathrakh
867,Anahi
868,Anakron
869,Anal Blast
870,Anal Cunt
871,Anal Nosorog
872,Anal Vomit
873,Analog Angel
874,Analogik
875,Anamanaguchi
876,Ananda Project
877,Ananda Shake
878,Anapilis
879,Anarbor
880,Anastacia
881,Anastasia
882,Anastasia Lazariuc
883,Anata
884,Anathallo
885,Anathema
886,Anberlin
887,Anchors For Arms
888,Ancient Astronauts
889,Ancient Mith
890,And
891,And Also The Trees
892,And Hell Followed With
893,And None Of Them Knew They Were Robots
894,And One
895,And So I Watch You From Afar
896,And Then There Were None
897,And What Will Be Left Of Them?
898,Anda Adam
899,Anders Anden Matthesen´S
900,Anders Manga
901,Anders Osborne
902,Andiman
903,Andre 3000
904,Andre Abujamra
905,Andre Matos
906,Andre Previn
907,Andre Valadao
908,Andre Williams
909,Andrea
910,Andrea Bocelli
911,Andrea Corr
912,Andrea Guerra
913,Andreea Banica
914,Andrei Machado
915,Andres Calamaro
916,Andres Cepeda
917,Andres Segovia
918,Andrew Belle
919,Andrew Bird
920,Andrew Bird's Bowl Of Fire
921,Andrew Gold
922,Andrew Hill
923,Andrew Jackson Jihad
924,Andrew Lawson
925,Andrew Lloyd Webber
926,Andrew Samples
927,Andrew Sixty
928,Andrew W.K.
929,Andrew York
930,Andrius Mamontovas
931,Androcell
932,Android Lust
933,Andromeda
934,Andromeda (60s)
935,Andru Donalds
936,Andrzej Grabowski
937,Andrzej Zaucha
938,Andy Anderson
939,Andy Bell
940,Andy Egert Blues Band
941,Andy Fletcher
942,Andy Graydon
943,Andy Griggs
944,Andy Hunter°
945,Andy Mckee
946,Andy Shauf
947,Andy Stott
948,Andy Taylor
949,Andy Timmons
950,Andy Williams
951,Ane Brun
952,Anekdoten
953,Aneta Langerova
954,Anew Revolution
955,Angel Dust
956,Angel Taylor
957,Angel Witch
958,Angel X
959,Angela
960,Angela Aki
961,Angela Bofill
962,Angela Mccluskey
963,Ángeles Del Infierno
964,Angelfish
965,Angelica
966,Angelica Maria
967,Angelico & Diana
968,Angelique Kidjo
969,Angelis
970,Angelo Badalamenti
971,Angelo Branduardi
972,Angelo Elle
973,Angels & Agony
974,Angels & Airwaves
975,Angels And Airwaves
976,Angelspit
977,Angelzoom
978,Angerfist
979,Angie Stone
980,Angis
981,Angra
982,Angry Petunias
983,Angry Samoans
984,Angtoria
985,Angus
986,Angus & Julia Stone
987,Angy
988,Ani Difranco
989,Ania
990,Ania Wyszkoni
991,Anibal Troilo-Roberto Goyeneche
992,Anik Jean
993,Anika Moa
994,Anima
995,Animal Alpha
996,Animal Collective
997,Animal Nation
998,Animal Джаz
999,Animals As Leaders
1000,Animassacre
1001,Animosity
1002,Animotion
1003,Anita Baker
1004,Anita Carter
1005,Anita Livstrand
1006,Anja Garbarek
1007,Anjelika Akbar
1008,Anjos De Resgate
1009,Anjulie
1010,Ann Beretta
1011,Ann Lee
1012,Ann Rabson
1013,Ann-Margret
1014,Anna Abreu
1015,Anna Bergendahl
1016,Anna Calvi
1017,Anna Carina
1018,Anna David
1019,Anna Inspi Nana
1020,Anna Jantar
1021,Anna Margaret
1022,Anna Maria Jopek
1023,Anna Nalick
1024,Anna Netrebko
1025,Anna Nicole Smith
1026,Anna Oxa
1027,Anna Reynolds
1028,Anna Rose Carter
1029,Anna Tatangelo
1030,Anna Ternheim
1031,Anna Tsuchiya
1032,Anna Tsuchiya Inspi' Nana (Black Stones)
1033,Annalene Beechey
1034,Annasophia Robb
1035,Anne Clark
1036,Anne Murray
1037,Anneke Van Gierbergen & Agua D
1038,Anneke Van Giersbergen
1039,Anneli Drecker
1040,Anneliese Van Der Pol
1041,Annett Louisan
1042,Anni Rossi
1043,Anni-Frid Lyngstad
1044,Annie
1045,Annie Lennox
1046,Annie Stela
1047,Anniela
1048,Annihilator
1049,Anno 1602
1050,Annotations Of An Autopsy
1051,Annoying Orange
1052,Annuals
1053,Anomaly
1054,Anonima Sound Ltd
1055,Anontron
1056,Anonymous 4
1057,Anoop Desai
1058,Anoraak
1059,Anorexia Nervosa
1060,Another Breath
1061,Another Electronic Musician
1062,Another Mask
1063,Anouar Brahem
1064,Anouk
1065,Ant Banks
1066,Antaeus
1067,Antestor
1068,Anthea
1069,Anthem Lights
1070,Anthony B
1071,Anthony Callea
1072,Anthony Green
1073,Anthony Hamilton
1074,Anthony Marinelli
1075,Anthony Rother
1076,Anthony Shakir
1077,Anthony Stewart Head
1078,Anthrax
1079,Anti-Flag
1080,Antibalas Afrobeat Orchestra
1081,Antichristus
1082,Antimatter
1083,Antischism
1084,Antix
1085,Antoine Clamaran
1086,Antoine Dufour
1087,Anton Bruckner
1088,Antonello Venditti
1089,Antonin Dvořak
1090,Antonio Banderas
1091,Antonio Birabent
1092,Antonio Carlos Jobim
1093,Antonio Meliveo
1094,Antonio Resende
1095,Antonio Sanchez
1096,Antonio Vivaldi
1097,Antonis Remos
1098,Antony And The Johnsons
1099,Antony Costa
1100,Antony Raijekov
1101,Antsy Pants
1102,Antti Tuisku
1103,Anubi
1104,Anugama
1105,Anuna
1106,Anvil
1107,Anxieteam
1108,Anya Marina
1109,Anybody Killa
1110,Anything Box
1111,Ao Cubo
1112,Aoki Takamasa
1113,Aoki Takamasa + Tujiko Noriko
1114,Aonua
1115,Aosoth
1116,Aow
1117,Apartment
1118,Apartment 26
1119,Apatheia
1120,Apathy
1121,Aperegina
1122,Aphelionx
1123,Aphex Twin
1124,Aphrodite
1125,Aphrodite's Child
1126,Apocalipse 16
1127,Apocalyptica
1128,Apogee
1129,Apollo 440
1130,Apollo Brown
1131,Apoptygma Berzerk
1132,Apostle Of Hustle
1133,Apparat
1134,Apparatjik
1135,April March
1136,April Matson
1137,Aprildead
1138,Apulanta
1139,Aqua
1140,Aqua Timez
1141,Aqualung
1142,Aquaria
1143,Aqueduct
1144,Arabesque
1145,Arabic Songs
1146,Arakain
1147,Arante Spires
1148,Arash
1149,Arashi
1150,Arautos Do Rei
1151,Arawak
1152,Arbiter
1153,Arbre Noir
1154,Arc Angels
1155,Arcade Fire
1156,Arcadi Volodos
1157,Arcadia
1158,Arcana
1159,Arcangel
1160,Arcangel Y De La Ghetto
1161,Arcangelo Corelli
1162,Arcanum
1163,Arch Enemy
1164,Archers Of Loaf
1165,Archgoat
1166,Archie Powell & The Exports
1167,Archie Shepp
1168,Archie Star
1169,Architect
1170,Architects
1171,Architecture In Helsinki
1172,Archive
1173,Archon Satani
1174,Arctic Monkeys
1175,Arctic Monkeys Vs The Killers
1176,Arctic Plateau
1177,Arcturus
1178,Arditi
1179,Área Restrita
1180,Arena
1181,Aretha Franklin
1182,Argent
1183,Argentum
1184,Argharus
1185,Argine
1186,Ari Koivunen
1187,Aria
1188,Ariana Grande
1189,Ariane Moffatt
1190,Ariel Pink's Haunted Graffiti
1191,Ariel Ramirez
1192,Aries Spears
1193,Arild Andersen
1194,Arild Andersen Group
1195,Arj Barker
1196,Ark
1197,Arka Satana
1198,Arkaea
1199,Arkhon Infaustus
1200,Arm Author
1201,Armageddon Dildos
1202,Armand Amar
1203,Armand Van Helden
1204,Armandinho
1205,Armando Trovaioli
1206,Armia
1207,Armik
1208,Armin Van Buuren
1209,Armor For Sleep
1210,Armored Saint
1211,Arms And Sleepers
1212,Army Navy
1213,Army Of Freshmen
1214,Army Of Lovers
1215,Army Of The Pharaohs
1216,Arnab
1217,Arnaldo & Alexandre
1218,Arnaldo Antunes
1219,Arnaldo Baptista
1220,Arovane
1221,Arrigo Barnabe
1222,Arrowwood
1223,Arsen Barsamyan & Tatevik Hovhannisyan
1224,Arsenium
1225,Arsis
1226,Arsonists Get All The Girls
1227,Art Brut
1228,Art Doom
1229,Art Ensemble Of Chicago
1230,Art Of Dying
1231,Art Of Fighters
1232,Art Of Noise
1233,Art Pepper
1234,Art Porter
1235,Art Sorority For Girls
1236,Arthur Alexander
1237,Arthur Brown
1238,Arthur Freed & Nacio Herb Br..
1239,Arthur H
1240,Arthur Russell
1241,Arthur Verocai
1242,Artie
1243,Artie Shaw
1244,Artillery
1245,Artist Vs Poet
1246,Artist Vs. Poet
1247,Artista Desconhecido
1248,Artista Sconosciuto
1249,Artists For Haiti
1250,Arts The Beatdoctor
1251,Artur Andrus
1252,Arturo Benedetti Michelangeli
1253,Arty
1254,Arty Hill And The Long Gone Daddys
1255,Artymove
1256,Arve Henriksen
1257,Arvo Pärt
1258,Arzu Görücü
1259,As Blood Runs Black
1260,As Cities Burn
1261,As I Lay Dying
1262,As Marcianas
1263,As Tall As Lions
1264,As We Fight
1265,As.Milk
1266,Asalto Al Parque Zoologico
1267,Asap
1268,Ascaron Entertainment
1269,Ascend The Hill
1270,Asche & Spencer
1271,Aselin Debison
1272,Asesino
1273,Asfalt Dünya
1274,Ash
1275,Ash Ra Tempel
1276,Ashanti
1277,Ashbury Heights
1278,Ashe Watson
1279,Asher Book
1280,Asher Roth
1281,Ashes Divide
1282,Ashford & Simpson
1283,Ashlee Simpson
1284,Ashley Roberts
1285,Ashley Tisdale
1286,Ashley Tisdale & Lucas Grabeel
1287,Ashra
1288,Ashton Shepherd
1289,Asia
1290,Asia Cruise
1291,Asia Minor
1292,Asian Dub Foundation
1293,Asian Kung-Fu Generation
1294,Asking Alexandria
1295,Aslan Faction
1296,Aslope
1297,Aslyn
1298,Asmorod
1299,Asobi Seksu
1300,Asp
1301,Asphix
1302,Asphyx
1303,Asriel
1304,Ass
1305,Assemblage 23
1306,Assfactor 4
1307,Assück
1308,Ast & Kralle
1309,Astarte
1310,Astha Tamang Maskey
1311,Aston 'Familyman' Barrett
1312,Astonvilla
1313,Astor Piazzolla
1314,Astra
1315,Astral Projection
1316,Astrid Hadad
1317,Astrix
1318,Astrobrite
1319,Astronautas
1320,Astropilot
1321,Astroqueen
1322,Astrud Gilberto
1323,Asura
1324,Aswad
1325,Asylum Party
1326,At The Drive-In
1327,At The Gates
1328,At The Throne Of Judgment
1329,At Vance
1330,Atalyja
1331,Ataque Verbal
1332,Ataraxia
1333,Atargatis
1334,Atari Teenage Riot
1335,Ataxia
1336,Atb
1337,Atc
1338,Athanasius Kircher
1339,Athas
1340,Atheist
1341,Athena
1342,Athlete
1343,Atif Aslam
1344,Atlanta Rhythm Section
1345,Atlantic Popes
1346,Atlantis
1347,Atlas Plug
1348,Atlas Sound
1349,Atmos
1350,Atmosphere
1351,Atom And His Package
1352,Atomic Kitten
1353,Atom™
1354,Atreyu
1355,Atrium Carceri
1356,Atrocite Feat. Mque
1357,Atsakau Niekada
1358,Attack Attack!
1359,Attack In Black
1360,Attack! Attack!
1361,Attaque 77
1362,Attila
1363,Attila İlhan
1364,Au Pairs
1365,Au Revoir Simone
1366,Au4
1367,Aubrey Ashburn
1368,Aubrey O'day
1369,Auburn
